id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
53235771,"King Bed + Studio! Free Parking, Patio, WFH Space!",100208194,Brandon,Broadway,47.617851,-122.314713,Entire home/apt,232,1,171,5.44,6,52,61
53239316,Charming Room in Historic BnB - Rm6,402210661,Foxglove,Broadway,47.61946487,-122.3185043,Private room,193,1,143,4.49,10,162,37
53242934,Pet-friendly Duplex dive - Seattle/Madison Valley,78200046,Rachel,Madrona,47.61652,-122.29444,Entire home/apt,190,2,31,1.08,2,15,15
53243136,Cozy Mother In Law Suite in Residential Ballard,77936783,Matt,Whittier Heights,47.68853,-122.37328,Entire home/apt,98,3,70,2.31,1,33,24
53249943,Eco built Crown Hill Townhouse - 85 Walkscore,340706410,Vince,Crown Hill,47.6916,-122.38128,Entire home/apt,,1,143,4.53,98,0,36
53256499,1 bedroom APT East of West Seattle,423765042,Vone,South Delridge,47.52451,-122.35919,Entire home/apt,89,1,117,3.86,1,114,36
53263324,Charlestown House - West Seattle Getaway,207773925,Lisa,North Admiral,47.57116,-122.37173,Entire home/apt,112,1,108,3.42,6,167,33
53264661,MidMod Style + Super Walkable + Heart of Fremont,425060306,Joanne,Fremont,47.652481,-122.345482,Entire home/apt,183,3,78,2.51,1,266,27
53269054,"Blueground | SLU, club room & gym, nr space needle",107434423,Blueground,South Lake Union,47.62258,-122.33548,Entire home/apt,198,31,1,0.71,340,6,1
53272402,Sonder The Boylston |  Accessible Queen Room,219526255,Sonder (Seattle),First Hill,47.61355,-122.32276,Private room,226,1,20,0.64,21,333,8
53272862,Sonder The Boylston | Accessible Full Room,219526255,Sonder (Seattle),First Hill,47.61369,-122.32333,Private room,207,1,4,0.17,21,322,1
53272938,Sonder The Boylston | Full Room,219526255,Sonder (Seattle),First Hill,47.61396,-122.32279,Private room,204,1,22,0.71,21,298,9
53275900,Cozy Getaway Yard House w/ BBQ |UW |Children Hops.,400489936,Allen Lu,Bryant,47.66456,-122.2846,Entire home/apt,194,1,90,2.85,5,246,27
53276899,"Colorful downtown condo, 2 bedrooms, king bed",86206483,Lucia,First Hill,47.611161,-122.3286374,Entire home/apt,207,14,86,2.78,2,278,34
53278095,Space Needle & Mountain View Condo,63563313,Jane,Broadway,47.62691,-122.31858,Entire home/apt,220,2,102,3.71,1,275,45
53279341,"Cozy 2 BR House w/Large Yard, Near Bus/Light Rail",289666185,Nhat,Dunlap,47.52742,-122.2726,Entire home/apt,196,2,39,1.24,4,330,4
53296264,Olympic Hills Four Bedroom with Hot Tub and Grill,91755483,David,Pinehurst,47.72262,-122.31339,Entire home/apt,,2,8,0.27,2,0,4
53298186,Majestic North Seattle Private Apartment,191906674,Ketan,Pinehurst,47.71627,-122.31423,Entire home/apt,92,1,50,1.69,1,133,17
53299952,Cozy Private Room in West Seattle Retreat,43388247,Guillermo,North Delridge,47.56933,-122.35967,Private room,86,2,59,2.74,1,123,26
53300813,Steps to Pike Place 2BD Condo Water Courtyard View,4656446,Air Concierge,Pike-Market,47.609112,-122.344086,Entire home/apt,521,2,59,1.87,15,234,20
53308710,*#Amzoogle Villa: Flexication Seattle. 7BR Triplex,213636683,Seema,West Woodland,47.66553,-122.36651,Entire home/apt,568,31,0,,6,365,0
53310594,Stylish 3BR Townhouse Just Minutes from Downtown!,429555775,Jessica,North Beacon Hill,47.56991,-122.31355,Entire home/apt,393,30,32,1.09,1,283,13
53327340,Capitol Suite - Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.62752,-122.32232,Private room,319,1,6,0.25,8,299,1
53327630,Cheerful 4-bedroom home by park and coffee shops,17346153,Julia,Columbia City,47.54671,-122.27876,Entire home/apt,229,1,4,0.17,1,4,2
53331218,"Cheerful, family-friendly Seattle home",119998477,Jennifer,Maple Leaf,47.69491,-122.3151,Entire home/apt,378,2,40,1.27,1,104,16
53337785,A Cheerful 2 bed home w/HotTub & Space Needle view,25714968,Nola,Broadway,47.63502,-122.32183,Entire home/apt,259,1,192,6.08,1,363,65
53344239,Lovely modern 1 bed apartment near lightrail,371908425,Glenn,North College Park,47.69235537,-122.3317162,Entire home/apt,120,30,27,1.53,1,158,11
53347880,Brand new place in prime location,47655254,Anabela,Leschi,47.60776,-122.29493,Entire home/apt,121,2,67,2.12,1,302,22
53357797,West Seattle Garden Guesthouse,9954433,Alex & Natalie,Seaview,47.55738,-122.39464,Entire home/apt,180,5,54,2.26,1,257,15
53363052,"1 Bed/1 Bath, Full Kitchen, Laundry, Free Parking",432058918,Scott,Greenwood,47.68416,-122.36169,Entire home/apt,99,4,52,1.68,2,85,12
53363555,Ballard Bungalow: Spacious Family-Friendly w/Yard,23317615,Jeff,West Woodland,47.67362,-122.36919,Entire home/apt,257,2,104,3.32,5,138,29
53382421,Montlake Private Suite,23316438,Justin,Broadway,47.63571,-122.32077,Entire home/apt,223,1,206,6.67,2,282,98
53387188,Cozy Craftsman in Friendly Ravenna Neighborhood,2542005,Danya & Josh,Ravenna,47.67666,-122.30387,Entire home/apt,158,2,181,5.97,1,96,55
53395722,Basement Apartment in Bitter Lake!,430433073,Melissa,Bitter Lake,47.73058,-122.35311,Entire home/apt,80,30,36,1.16,1,105,9
53396751,Charming house with a view,21362371,Tyler,Maple Leaf,47.6924923,-122.3276957,Entire home/apt,179,30,1,0.09,1,358,1
53397069,2BR Townhome w/ City Skyline Views & Easy Parking!,415867520,Lea,Minor,47.61121,-122.31394,Entire home/apt,290,1,72,2.37,1,191,32
53404873,Resort Style Home with Exceptional Amenities,4940955,Michael,Roosevelt,47.68826,-122.32606,Entire home/apt,153,5,25,1.28,2,120,16
53418235,Hillside on North Queen Anne,340706410,Vince,North Queen Anne,47.6432,-122.36289,Entire home/apt,351,1,180,5.74,98,325,46
53420360,Bright and Spacious North Capitol Hill 3B Home,767091,Cristian,Montlake,47.64029,-122.31655,Entire home/apt,250,30,2,0.07,1,124,0
53432514,Stylish Magnolia Home with Rooftop Sauna & Deck,32262937,Austin,Lawton Park,47.65403,-122.40059,Entire home/apt,280,30,8,0.29,2,123,4
53434767,Adorable Studio Guesthouse w/shared outdoor space,59411393,Dylon,Minor,47.60606,-122.30513,Entire home/apt,138,1,194,6.58,4,46,78
53454924,Large Private bedroom SW Seattle,13701143,Ali,Riverview,47.53865,-122.35374,Private room,44,30,35,1.12,15,206,1
53462396,Quiet Seattle Condo - 10min Walk to Space Needle,92529203,Arivany,East Queen Anne,47.62964,-122.34371,Entire home/apt,205,3,110,3.51,1,216,38
53463556,Bright Morning Suite on Alki Beach,20339860,Yumi,North Admiral,47.58017,-122.40193,Private room,109,2,117,3.74,4,80,31
53464012,Trendy suite in cozy craftsman house!,16976766,Nick,Crown Hill,47.6916,-122.37003,Entire home/apt,106,2,170,5.64,1,142,63
53465687,Historic Seattle Charmer! Mini Madison Park Manor,361877040,Claire,Madison Park,47.63148878,-122.2837222,Entire home/apt,212,2,54,1.74,1,1,17
53474274,15% OFF Weekly Unbeatable and Easy Magnolia Suite,431425306,Anqi,Lawton Park,47.65003,-122.38539,Entire home/apt,90,1,76,2.45,2,19,26
53507662,"Blueground | SLU, club room & gym, nr space needle",107434423,Blueground,South Lake Union,47.62258,-122.33548,Entire home/apt,174,31,1,0.04,340,278,0
53516336,Adorable 1-bedroom guesthouse with hot tub,5127387,Matt,North Beacon Hill,47.59125,-122.31554,Entire home/apt,,1,3,0.16,1,0,2
53526366,Cozy West Seattle Home,370998684,Mary,Fauntleroy,47.52143,-122.38108,Entire home/apt,212,2,45,1.75,1,180,18
53532070,Luxury Rooftop Townhome | Mountain Views | AC,180618307,Alan,Whittier Heights,47.68943,-122.37448,Entire home/apt,179,2,29,3.21,10,119,29
53542391,"Sunny private suite with full bath, garden-all new",2085820,Beverly,North Beacon Hill,47.56627,-122.3128,Private room,62,30,8,0.31,2,145,3
53545190,Remodeled Home | Fenced Yard | Outdoor Fireplace,419386771,Recreation,Fauntleroy,47.5226994,-122.379645,Entire home/apt,534,2,49,1.61,6,254,16
53585195,Laurie's Private Garden Suite,32169894,Laurie,View Ridge,47.67715,-122.26871,Entire home/apt,108,2,42,1.36,1,324,17
53594378,Gorgeous 1 BR Suite in a New House Free Parking,19484972,Isabell,Greenwood,47.69894,-122.34871,Entire home/apt,95,2,46,1.5,2,77,32
53594664,Stylish Downtown Condo w/balcony & free parking,148939282,Susannah,Belltown,47.61481,-122.34914,Entire home/apt,243,2,115,3.73,2,214,37
53596025,Garden Terrace Bedroom and Private En-Suite Bath,23316438,Justin,Montlake,47.63689,-122.32067,Private room,174,1,260,8.6,2,304,91
53603347,Sunny 1 bedroom in Ballard,24117176,Shoshana,Whittier Heights,47.67629,-122.36639,Entire home/apt,140,1,44,1.86,1,252,16
53614378,Venetian Room - Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.62813,-122.3226,Private room,227,1,3,0.11,8,285,1
53614957,Clipper Room - Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.62768,-122.32265,Private room,227,1,0,,8,288,0
53615309,Carriage Suite - Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.6273,-122.32184,Private room,268,1,8,0.29,8,294,3
53615320,Carriage Loft - Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.62947,-122.32115,Private room,220,1,1,0.04,8,277,0
53615332,Emerald Suite - Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.6276,-122.32043,Private room,259,1,8,0.26,8,298,2
53615357,Rose Room -  Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.62736,-122.32094,Private room,213,1,2,0.07,8,282,1
53615377,Fountain Room -  Cecil Bacon Manor,431747142,Cecil Bacon Manor,Broadway,47.6275,-122.3204,Private room,227,1,0,,8,276,0
53650221,Greenlake Park Room Roosevelt light rail Seattle,366747971,LeeAna,Green Lake,47.67712,-122.32667,Private room,38,30,3,0.16,4,268,2
53662522,Hidden Gem in the heart of Seattle,109283396,Alex,Central Business District,47.61174,-122.33581,Entire home/apt,275,3,77,3.07,3,66,40
53664476,Private Room TINY w/ Shared Bathroom near Airport,123468144,Wish,Rainier Beach,47.512138,-122.271011,Private room,99,1,31,1,16,341,3
53671893,North Seattle Casa  near Light Rail Station,420772388,Mandy,Roosevelt,47.68477,-122.31478,Entire home/apt,210,1,321,10.64,1,25,129
53673209,Backyard Oasis in Quirky Seattle Neighborhood,7486650,Mo,South Park,47.5238,-122.32764,Entire home/apt,145,2,59,2.49,1,114,24
53673580,Cozy Brand New 2B2B Space Needle View Pet Friendly,25110157,Eva And Sid,Minor,47.610527,-122.310715,Entire home/apt,419,2,99,3.23,33,91,21
53675251,Bright 2-bedroom townhouse with office & roof deck,106751031,Randi,Columbia City,47.55509,-122.28358,Entire home/apt,95,30,1,0.03,1,174,0
53675673,Spacious Two Story Unit with Spectacular PNW Yard,46304181,Andrew,Fremont,47.66287,-122.35277,Entire home/apt,254,14,38,1.25,2,26,15
53688454,Sunny Oasis in the Heart of Seattle! +Pool/Parking,80333752,Ashley And Mike,Belltown,47.61514,-122.34926,Entire home/apt,221,2,77,2.49,36,160,10
53689614,1 Bedroom Queen Anne Condo,71220324,Alexis,Lower Queen Anne,47.62691,-122.34792,Entire home/apt,120,12,4,0.14,1,291,1
53690611,"Chic Townhome: AC, Free Parking, UW & Hospitals",434847038,Ana Lea,Windermere,47.672634,-122.26693,Entire home/apt,244,2,95,3.1,1,225,41
53696561,"Blueground | Belltown, gym & lounge, nr waterfront",107434423,Blueground,Belltown,47.614418,-122.341721,Entire home/apt,,31,0,,340,312,0
53717282,Modern & Spacious Studio- Heart of Ballard/Seattle,109645574,Jay,Adams,47.66705,-122.37777,Entire home/apt,119,2,243,8.04,4,118,95
53729372,Minutes to downtown Rainier View Wallingford (202),3074414,Melissa,Fremont,47.65498,-122.34723,Entire home/apt,168,30,27,0.89,132,113,10
53735092,3mins to Light Rail | Pet Friendly | AC,398317720,Joanne,South Beacon Hill,47.52659845,-122.2813287,Entire home/apt,249,1,101,3.28,66,325,32
53749431,"Blueground | E. Lake, pool & gym, nr space needle",107434423,Blueground,South Lake Union,47.6328988,-122.3258731,Entire home/apt,130,31,0,,340,198,0
53749519,"Blueground | Belltown, gym & lounge, nr waterfront",107434423,Blueground,Belltown,47.614418,-122.341721,Entire home/apt,,31,1,0.05,340,360,0
53759407,Seascape Suite on Alki Beach,20339860,Yumi,North Admiral,47.58075,-122.40181,Private room,110,2,21,0.73,4,71,18
53759600,Walk to Space Needle | Pet & Family | Parking,398317720,Joanne,Westlake,47.6306,-122.34319,Entire home/apt,333,1,133,4.3,66,312,36
53760614,"Beautiful 5bdr, train access to stadiums & airport",435418838,Ribika,South Beacon Hill,47.52348,-122.28197,Entire home/apt,421,3,63,2.07,1,160,17
53770284,3 Bed Modern Townhome w/ city rooftop views,38189524,Chris And Laura,Minor,47.60374,-122.3158,Entire home/apt,401,3,104,3.55,1,135,34
53786724,"Comfy stay in private suite,  Greenlake Roosevelt",79734048,Kathleen,Green Lake,47.675079,-122.322548,Entire home/apt,125,7,5,0.19,2,34,1
53795269,"Stylish & cozy home w/ rooftop, space needle view!",398317720,Joanne,Broadway,47.62097,-122.31503,Entire home/apt,280,1,169,5.5,66,332,48
53798999,Modern Luxe Apt. in Downtown Seattle,339414830,Campbell | Skye,South Lake Union,47.619,-122.33842,Entire home/apt,165,30,6,0.24,2,304,2
53828562,One bedroom private guest suite in Greenlake,79734048,Kathleen,Green Lake,47.67646,-122.32242,Entire home/apt,99,7,10,0.35,2,35,0
53832023,"""B House"" Modern West Seattle Townhome 2br/2bth",39063067,Hana,North Admiral,47.58117,-122.39214,Entire home/apt,219,2,106,3.81,1,45,39
53834727,Cozy cottage in the city,1849458,Dawn Marie,Columbia City,47.54703,-122.27449,Entire home/apt,90,30,69,2.38,1,266,18
53845475,3 Bedroom | City Center | Walker's Paradise | Pet,398317720,Joanne,Minor,47.6117775,-122.3167037,Entire home/apt,347,1,181,5.9,66,321,58
53846850,"Quiet, Charming 2 Bedroom Home in Madison Park",114587410,Ryker,Madison Park,47.634281,-122.282082,Entire home/apt,236,1,95,3.13,7,216,39
53852055,Trendy Capitol Hill City View Apartment,42942539,Kira,Broadway,47.62204,-122.32865,Entire home/apt,123,2,72,2.64,2,9,33
53876488,3 bedrooms home 6 miles from Downtown Seattle,436404870,Susan,Mid-Beacon Hill,47.55018,-122.29498,Entire home/apt,229,3,24,0.84,1,153,7
53878251,Bustling Alaska Junction Home,436417936,Malcolm,Fairmount Park,47.55892,-122.38366,Entire home/apt,193,2,104,3.84,3,129,24
53879356,Charming Guesthouse in Greenwood/Green Lake!,435051427,Beau,Greenwood,47.68738,-122.35656,Entire home/apt,106,2,89,2.98,1,55,38
53881175,"Walkscore 96! Parking, Rooftop Deck & Pet Friendly",398317720,Joanne,Minor,47.61083,-122.31431,Entire home/apt,275,30,131,4.3,66,333,31
53888431,The Artful Cozy Casa,126069141,Keegan,High Point,47.538524,-122.3745598,Entire home/apt,150,1,6,4.74,1,216,6
53895356,Bayview Blue | 5BR 3BA | Central Location,48869167,Christopher,North Beacon Hill,47.58256,-122.30813,Entire home/apt,437,2,92,3.22,2,55,29
53907289,Modern apartment near light rail,38697694,Nicholas,Columbia City,47.55631638,-122.2897644,Entire home/apt,99,1,128,4.22,4,104,37
53919043,StayAlki Townhouse/Parking/300 Wifi/Steps to Beach,217390660,Janae,Alki,47.57693,-122.4134,Entire home/apt,378,2,50,1.83,3,167,21
53919716,"3 Story Townhome, 10 minutes to Downtown & Airport",40623437,S J,South Park,47.52624,-122.32671,Entire home/apt,216,4,97,3.19,5,41,46
53920070,Alki beach 2BR AC breakfast WD HS-WIFI queen bds,407865779,Jeanne,Alki,47.575539,-122.415092,Entire home/apt,279,2,106,3.52,1,321,36
53949289,"Blueground | E. Lake, pool & gym, nr space needle",107434423,Blueground,South Lake Union,47.6328988,-122.3258731,Entire home/apt,140,31,0,,340,282,0
53949365,"Blueground | Belltown, gym & lounge, nr waterfront",107434423,Blueground,Belltown,47.614418,-122.341721,Entire home/apt,,31,0,,340,310,0
53949438,"Blueground | Downtown, gym & roof, nr pike pl mkt",107434423,Blueground,Central Business District,47.610598,-122.3398258,Entire home/apt,,31,0,,340,346,0
53954033,New & Bright Studio in Capitol Hill,3974279,Christian & Jen,Broadway,47.62769,-122.31844,Entire home/apt,149,2,142,4.68,2,46,46
53970407,Entire condominium in Belltown/Downtown Seattle,437189329,Raymond,Belltown,47.61386,-122.34842,Entire home/apt,186,3,141,4.68,1,99,51
53986150,3 bedroom craftsman house next to Ravenna Park,238167649,Nahele,Ravenna,47.67158684,-122.3099016,Entire home/apt,,30,3,0.46,2,25,3
53991600,Seattle Lake Union View Luxury Townhouse,385258819,Ray,Eastlake,47.63743,-122.32525,Entire home/apt,338,2,48,1.68,1,164,9
54016301,Sonder The Boylston | Queen Room w/ Balcony,219526255,Sonder (Seattle),Broadway,47.6153,-122.32461,Private room,262,1,5,0.17,21,359,1
54020893,Classic charming craftsman,15716226,Nathan,Wallingford,47.66665,-122.32523,Entire home/apt,250,3,49,2.72,1,194,30
54021817,Trendy QueenAnne 2BD *roof top* mins to DT,50721606,Evalyne,Interbay,47.62235,-122.36368,Entire home/apt,273,2,174,5.99,2,80,71
54034953,Mint House Seattle : Standard Studio,437880135,Mint House Seattle,Pike-Market,47.610104,-122.340736,Entire home/apt,290,1,429,15.56,1,50,79
54042908,*Belvidere Haus* Unique Tiny House in West Seattle,238741480,Joe And Kim,Genesee,47.5681,-122.37719,Entire home/apt,155,2,150,5.14,1,187,74
54050221,"Seattle Townhome, Walk to Golden Gardens Park",121688409,Evolve,Sunset Hill,47.6904,-122.39329,Entire home/apt,178,30,32,1.11,47,329,2
54067023,Trendy QueenAnne 2Bd *rooftop* 4min from DT,50721606,Evalyne,Lower Queen Anne,47.62236,-122.36199,Entire home/apt,265,2,151,5.16,2,161,62
54069990,"Magnolia Cozy 3bd retreat, perfect for family!",398317720,Joanne,Southeast Magnolia,47.64771822,-122.3860115,Entire home/apt,231,1,111,3.72,66,331,27
54082083,Comfy 2-bedroom home in Ballard,30175908,Kimberly,Phinney Ridge,47.68251,-122.36543,Entire home/apt,,14,0,,1,0,0
54085585,Contemporary townhome is a convenient location !,438368549,Wei,Cedar Park,47.71880824,-122.2921984,Private room,50,30,0,,1,76,0
54092599,Escape to Italy-themed studio in downtown Seattle!,192022692,Alan,Belltown,47.61661,-122.34564,Entire home/apt,143,1,93,4.23,1,88,47
54121098,Top of the Hill Lifestyle. Comfort & Convenience,438742325,Tammy,Stevens,47.622173,-122.308182,Entire home/apt,173,2,63,2.41,2,221,37
54121872,Queen Anne! Rooftop w/Lake Union Views! Parking!,284039463,Ash,East Queen Anne,47.63963,-122.34336,Entire home/apt,546,2,90,3.12,1,257,41
54128002,Walk to the zoo! Gorgeous rooftop view w/ parking,438803462,Danni,Fremont,47.663372,-122.352074,Entire home/apt,301,2,95,3.57,1,66,35
54129542,West Seattle Suite! No Service Fee! Free Parking!,438819456,Hristina,Fairmount Park,47.54664,-122.3777,Entire home/apt,173,1,246,8.29,1,270,100
54131555,Cozy Studio with Kitchenette and Laundry,50472118,Kaysie,Highland Park,47.52099,-122.34899,Entire home/apt,79,1,99,3.53,1,178,34
54140410,Cheerful 3-bedroom townhouse with free parking,377551439,Elpida,Alki,47.57678,-122.41008,Entire home/apt,350,1,35,1.37,1,100,11
54149987,Modern guesthouse w/ mountain & ocean sunset views,2611560,Joe,Sunset Hill,47.67624,-122.40295,Entire home/apt,135,2,105,3.97,1,77,53
54162902,Guest suite in Central District,21806786,Tejas,Mann,47.6121204,-122.3025539,Entire home/apt,94,2,6,0.55,1,165,6
54166171,Centrally located apartment in Columbia City,12086787,Marcus,Columbia City,47.558815,-122.282837,Entire home/apt,116,3,57,2.09,2,283,30
54166731,Modern Townhome 10 mins from Seattle U & Swedish,398317720,Joanne,Minor,47.60969,-122.31078,Entire home/apt,313,1,69,2.36,66,334,25
54167854,Next to Light Rail - Newly Renovated Room 1,439171297,Rand,Haller Lake,47.715092,-122.333008,Private room,67,1,25,1.02,9,29,17
54174219,Perfectstays <Essentials suite>,94130921,Perfect Stays,Broadway,47.61411,-122.32067,Entire home/apt,147,1,142,6.51,2,281,63
54186986,newly remodeled & fully furnished 1b/1b with deck,121426692,Lindy,Maple Leaf,47.69616,-122.31717,Entire home/apt,95,30,5,0.18,3,312,2
